SerialNo,ReceivedDateTime,SpindleSpeed_max,ServoCurrent_X_max,ServoCurrent_Z1_max,ServoCurrent_Z2_max,ServoCurrent_Z3_max,ServoLoad_X_max,ServoLoad_Z1_max,ServoLoad_Z2_max,ServoLoad_Z3_max,SpindleSpeed_mean,ServoCurrent_X_mean,ServoCurrent_Z1_mean,ServoCurrent_Z2_mean,ServoCurrent_Z3_mean,ServoLoad_X_mean,ServoLoad_Z1_mean,ServoLoad_Z2_mean,ServoLoad_Z3_mean,SpindleSpeed_min,ServoCurrent_X_min,ServoCurrent_Z1_min,ServoCurrent_Z2_min,ServoCurrent_Z3_min,ServoLoad_X_min,ServoLoad_Z1_min,ServoLoad_Z2_min,ServoLoad_Z3_min,SpindleSpeed_std,ServoCurrent_X_std,ServoCurrent_Z1_std,ServoCurrent_Z2_std,ServoCurrent_Z3_std,ServoLoad_X_std,ServoLoad_Z1_std,ServoLoad_Z2_std,ServoLoad_Z3_std,SpindleLoad_max,SpindleLoad_mean,SpindleLoad_min,SpindleLoad_std,passorfail
20220825-0000340,2022-08-25 06:37:04.693,2225.03,750.43,2601.76,30.3,4554.09,129.28,206.04,30.3,41.410000000000004,1269.535410958904,139.67054794520547,214.70801369863014,30.3,135.1532191780822,18.553561643835618,15.83486301369863,30.3,40.413835616438355,0.0,1.01,18.18,30.3,40.4,0.0,0.0,30.3,40.4,848.2449794954309,120.87857253737025,327.1878737546531,0.0,614.4152567595236,20.64098240574893,25.34285690636976,0.0,0.11740453197385595,31690.02866,3649.5055672615804,0.0,5092.329133377993,0
20220825-0000342,2022-08-25 06:38:18.702,2225.03,902.94,911.02,30.3,4554.09,124.23,203.01,30.3,434.3,1264.1533561643837,143.58602739726027,159.40705479452055,30.3,137.43609589041097,19.349109589041095,13.462054794520547,30.3,53.45390410958905,0.0,0.0,11.11,30.3,40.4,0.0,0.0,30.3,40.4,847.9549503322606,128.7294723864698,99.71452377431734,0.0,608.2550936631626,22.299108040256026,20.444762073382385,0.0,69.33441613967132,31931.56006,3574.3511170612246,0.0,4867.029964844293,0
20220825-0000344,2022-08-25 06:40:44.702,2223.01,1265.53,2554.29,30.3,465.61,186.85,158.57,30.3,4173.32,1253.116554054054,147.8285135135135,232.0543243243243,30.3,51.76932432432432,16.95162162162162,13.894324324324323,30.3,79.55797297297298,0.0,0.0,3.0300000000000002,30.3,40.4,0.0,0.0,30.3,40.4,845.0959755753767,178.01671262288028,378.31498387250474,0.0,68.22166511080667,20.072016475398048,21.308039731491654,0.0,344.3533669683594,31805.78375,2069.2486410891865,0.0,4203.292603294522,0
20220825-0000345,2022-08-25 06:41:58.694,2226.04,966.57,2198.77,30.3,4652.06,107.06,198.97,30.3,4173.32,1278.4211486486488,141.22256756756758,189.1293243243243,30.3,170.90155405405406,17.593108108108108,14.733716216216218,30.3,99.16425675675676,0.0,1.01,3.0300000000000002,30.3,40.4,0.0,0.0,30.3,40.4,848.3481932403532,127.92682624866903,228.02914053049133,0.0,716.4581709211359,17.88535391917566,24.30668496659677,0.0,477.00938442677136,31170.52506,3516.745813782313,0.0,4921.750363411217,0
20220825-0000346,2022-08-25 06:43:12.688,2232.1,1210.99,1216.04,30.3,4305.63,161.6,84.84,30.3,4151.1,1279.9674657534247,162.2641095890411,185.8123287671233,30.3,132.26849315068495,17.266849315068495,13.323698630136986,30.3,79.56863013698631,0.0,1.01,6.0600000000000005,30.3,40.4,0.0,0.0,30.3,40.4,842.889927326509,172.208920097033,182.7530497484369,0.0,595.3889989220369,19.641939603478924,14.964293914631789,0.0,344.4076094868092,31429.24262,3581.6823205970154,0.0,5033.191098096477,0
20220825-0000347,2022-08-25 06:44:25.695,2232.1,955.46,1824.06,30.3,4190.49,161.6,91.91,30.3,433.29,1279.429523809524,143.17265306122448,207.44850340136054,30.3,68.65251700680273,16.95700680272109,12.511632653061225,30.3,45.67673469387755,0.0,1.01,11.11,30.3,40.4,0.0,1.01,30.3,40.4,847.0807237331868,133.45570947897926,251.65066676498492,0.0,341.1414078631302,19.3872331470067,13.95809959832671,0.0,44.417174441275804,31254.45,3629.4209147425477,0.0,5092.594123646015,0
20220825-0000348,2022-08-25 06:45:39.687,2225.03,1004.95,1221.09,30.3,4259.17,142.41,84.84,30.3,469.65,1264.2657823129252,140.10142857142858,184.0261224489796,30.3,83.54142857142857,17.788367346938774,11.748979591836735,30.3,51.22829931972789,0.0,1.01,19.19,30.3,40.4,0.0,0.0,30.3,40.4,845.9082748744376,136.97435685317402,171.62412356530794,0.0,354.0649591175988,19.420216473782627,11.072079729358803,0.0,64.78665119722488,31501.710120000003,3526.8881601639346,0.0,4909.132288954996,0
20220825-0000349,2022-08-25 06:46:52.690,2225.03,1554.39,2580.55,30.3,4185.44,142.41,84.84,30.3,4141.0,1277.4908904109589,164.5331506849315,228.80650684931507,30.3,128.5190410958904,18.802602739726026,12.37595890410959,30.3,71.28109589041095,0.0,2.02,15.15,30.3,40.4,0.0,1.01,30.3,40.4,848.5894476121246,201.9589901590843,356.2301478888655,0.0,588.2078072853875,20.709336164848047,12.741038381387368,0.0,339.65881638441914,31856.06256,3594.9004975712346,0.0,5116.4442584722265,0
20220825-0000350,2022-08-25 06:48:05.698,2224.02,1528.13,2526.01,30.3,4307.65,119.18,103.02,30.3,417.13,1257.75231292517,148.42190476190478,206.83700680272108,30.3,134.4399319727891,16.366122448979592,14.270544217687076,30.3,45.50496598639456,0.0,1.01,21.21,30.3,40.4,0.0,0.0,30.3,40.4,848.4548055224625,189.2494961967723,298.4812951356925,0.0,593.6758245863297,16.73539884828255,19.032108429475933,0.0,43.469576386138655,32044.79116,3551.7948110733696,0.0,4990.526439998122,0
20220825-0000351,2022-08-25 06:49:19.694,2226.04,573.68,1167.56,30.3,4187.46,80.8,98.98,30.3,435.31,1268.3006756756758,146.40905405405405,170.11675675675676,30.3,152.35986486486487,16.501216216216218,14.63135135135135,30.3,61.5554054054054,0.0,2.02,18.18,30.3,40.4,0.0,1.01,30.3,40.4,854.836242988143,114.32683149006203,141.90608928391313,0.0,671.5688414041646,15.03745815558008,19.508999975307056,0.0,88.51894106087587,31397.06503,3597.8475633061225,0.0,5072.37048571616,0
20220825-0000352,2022-08-25 06:50:32.693,2227.05,925.16,1198.8700000000001,30.3,4141.0,66.66,203.01,30.3,4181.4,1266.7529931972788,134.26129251700678,177.98673469387757,30.3,76.79435374149661,15.42482993197279,16.050068027210884,30.3,104.38727891156464,0.0,1.01,16.16,30.3,40.4,0.0,1.01,30.3,40.4,854.5650472788814,126.63836313534394,167.7546404193367,0.0,341.4578803203931,12.003503216830225,29.63609997532897,0.0,481.54964280333354,31689.41256,3597.268129430122,0.0,5140.216216421687,0
20220825-0000353,2022-08-25 06:51:46.183,2223.01,1431.17,2276.54,30.3,4341.99,108.07000000000001,135.34,30.3,481.77,1276.2002721088436,141.82598639455782,192.78632653061226,30.3,131.91149659863947,18.049455782312926,14.476666666666667,30.3,49.07775510204082,0.0,2.02,13.13,30.3,40.4,0.0,0.0,30.3,40.4,856.3770841961745,158.01660922372716,246.04579604571683,0.0,595.920655532563,19.663072017739108,20.96110883257755,0.0,60.212599263181254,32029.435120000002,3529.5293749046323,0.0,4896.107709604956,0
20220825-0000354,2022-08-25 06:52:59.692,2214.9098,1641.654,1240.28,30.3,4215.74,122.21000000000001,197.96,30.3,4174.33,1344.3726061643836,134.78726712328768,183.2804109589041,30.3,131.6528082191781,16.803356164383562,16.53356164383562,30.3,73.90294520547945,0.0,1.01,17.17,30.3,40.4,0.0,1.01,30.3,40.4,833.3616901202671,154.68059920231127,175.38694456317276,0.0,590.5266196717672,19.19994819072823,27.749564530489266,0.0,377.7090682326831,32174.5272962,3387.955762009576,0.0,5788.963235888307,1
20220825-0000354,2022-08-25 06:52:59.692,2226.04,1563.48,1240.28,30.3,4215.74,122.21000000000001,197.96,30.3,4174.33,1280.3548630136986,149.7636301369863,183.2804109589041,30.3,131.6528082191781,16.803356164383562,16.53356164383562,30.3,73.90294520547945,0.0,1.01,17.17,30.3,40.4,0.0,1.01,30.3,40.4,841.7794849699668,171.86733244701253,175.38694456317276,0.0,590.5266196717672,17.45449835520748,27.749564530489266,0.0,343.37188021153,31855.967620000003,3764.395291121751,0.0,5262.693850807552,0
20220825-0000356,2022-08-25 06:54:13.690,2227.05,1111.0,2835.07,30.3,4675.29,142.41,133.32,30.3,4162.21,1265.1933333333334,141.32442176870748,211.10374149659864,30.3,136.33625850340135,17.23183673469388,13.789591836734695,30.3,76.65006802721088,0.0,0.0,4.04,30.3,40.4,0.0,0.0,30.3,40.4,848.5404200126646,131.83081698991353,298.62353269990257,0.0,625.981971263638,20.48113259209971,17.17167027786224,0.0,342.9129361426926,31342.49372,3583.109700287278,0.0,4960.088723547187,0
20220825-0000357,2022-08-25 06:55:26.696,2227.05,742.35,1169.58,30.3,4675.29,146.45,173.72,30.3,4176.35,1281.2403424657537,144.7828082191781,167.3832876712329,30.3,132.71123287671233,16.879452054794523,14.97013698630137,30.3,76.98828767123287,0.0,1.01,16.16,30.3,40.4,0.0,0.0,30.3,40.4,843.7522761430181,121.3891808744894,120.74418673090962,0.0,617.7894899494113,20.452557088797786,22.124494757973377,0.0,345.2230728937176,31625.940120000003,3635.48087931694,0.0,5167.044871594402,0
20220825-0000358,2022-08-25 06:56:39.689,2231.09,1412.99,2881.53,30.3,4272.3,133.32,197.96,30.3,4180.39,1275.801768707483,147.48061224489797,239.19823129251702,30.3,131.59544217687073,16.90891156462585,14.270544217687076,30.3,132.53673469387755,0.0,1.01,19.19,30.3,40.4,0.0,0.0,30.3,40.4,853.0162476986671,152.62790690203317,390.01649904972976,0.0,592.7712040314514,17.775930274232124,22.00044992807249,0.0,585.8017269516628,31289.05866,3604.2441994301216,0.0,5079.2371721108475,0
20220825-0000359,2022-08-25 06:57:53.693,2226.04,1433.19,3135.04,30.3,4217.76,108.07000000000001,117.16,30.3,4180.39,1268.7455102040817,153.52,221.69156462585033,30.3,102.88945578231292,16.510408163265307,12.690272108843537,30.3,76.40272108843537,0.0,1.01,17.17,30.3,40.4,0.0,0.0,30.3,40.4,847.7088387418014,199.53007410073423,346.83987273826637,0.0,484.20305396045427,15.68728496957415,14.790290735664014,0.0,343.96526928934003,31501.77375,3533.8768209918476,0.0,4952.178572341432,0
20220825-0000362,2022-08-25 07:08:10.685,2224.02,1015.05,1908.9,30.3,4293.51,106.05,132.31,30.3,4162.21,1266.2926530612247,152.98408163265307,205.2704761904762,30.3,131.77408163265306,16.551632653061226,13.40482993197279,30.3,76.43020408163265,0.0,0.0,3.0300000000000002,30.3,40.4,0.0,0.0,30.3,40.4,847.1403386460386,145.1994355615718,250.06243453009833,0.0,593.0450824899184,15.80678136230216,16.861764178501495,0.0,342.6537339806178,31601.06988,2118.3685870569107,0.0,4190.590725032735,0
20220825-0000362,2022-08-25 07:08:10.685,2224.02,994.7489999999999,1908.9,30.3,4293.51,106.05,132.31,30.3,4162.21,1240.9668000000001,148.39455918367346,205.2704761904762,30.3,131.77408163265306,16.551632653061226,13.40482993197279,30.3,76.43020408163265,0.0,0.0,3.0300000000000002,30.3,40.4,0.0,0.0,30.3,40.4,855.6117420324989,140.84345249472463,250.06243453009833,0.0,593.0450824899184,16.59712043041727,16.861764178501495,0.0,359.7864206796487,33181.123374,2054.8175294452035,0.0,4400.120261284372,1
20220825-0000363,2022-08-25 07:09:24.688,2226.04,1516.01,1908.9,30.3,4341.99,133.32,176.75,30.3,485.81,1261.2151700680272,154.79108843537415,208.17680272108845,30.3,134.74224489795918,15.500408163265305,14.60721088435374,30.3,48.548707482993194,0.0,0.0,7.07,30.3,40.4,0.0,0.0,30.3,40.4,847.5321845297536,170.3990221951283,260.2027404642292,0.0,596.2401967126879,15.283483265686915,23.562627162581357,0.0,56.650709118399135,31856.53625,3568.931944904891,0.0,4918.511246416186,0
20220825-0000364,2022-08-25 07:10:37.677,2231.09,1212.0,1471.57,30.3,4654.08,186.85,129.28,30.3,4178.37,1333.0210857142858,158.0217142857143,205.62445714285715,30.3,186.7057142857143,18.410857142857143,14.2208,30.3,75.39794285714285,0.0,0.0,7.07,30.3,40.4,0.0,0.0,30.3,40.4,809.4713218880102,160.05440463513554,218.29804723106227,0.0,777.0715081471734,23.049505179118526,17.761092342302465,0.0,318.0314801544238,31997.06866,3655.70662946794,0.0,5111.3155373319405,0
20220825-0000365,2022-08-25 07:11:50.690,2224.02,643.37,2076.56,30.3,4400.57,150.49,173.72,30.3,4171.3,1217.8735384615384,141.10476923076922,176.9986153846154,30.3,130.76133333333334,16.465589743589742,14.68902564102564,30.3,107.79030769230769,0.0,0.0,8.08,30.3,40.4,0.0,0.0,30.3,40.4,874.047872981505,118.70783062294831,211.76677538113643,0.0,609.2882400300103,16.269146533685266,24.483103227640882,0.0,509.0480057012551,31987.772620000003,3577.883860339674,0.0,4971.823541723493,0
20220825-0000366,2022-08-25 07:17:28.058,2226.04,1103.93,2179.58,30.3,4189.4800000000005,86.86,207.05,30.3,459.55,1270.0715646258502,152.03591836734694,233.04204081632653,30.3,130.75721088435375,17.24557823129252,16.029455782312926,30.3,48.686122448979596,0.0,0.0,16.16,30.3,40.4,0.0,1.01,30.3,40.4,847.8057976269637,161.1427923592286,353.51071904355365,0.0,587.5029982732176,14.689059823416109,26.815923849982077,0.0,57.46286348228789,31501.61619,3601.981496997283,0.0,5047.040485094986,0
20220825-0000368,2022-08-25 07:17:29.598,2224.02,1303.91,1260.48,30.3,4246.04,101.0,83.83,30.3,480.76,1130.942909090909,148.43939393939394,155.24006060606058,30.3,99.13303030303031,17.010848484848488,10.228545454545454,30.3,49.918484848484844,0.0,1.01,7.07,30.3,40.4,0.0,0.0,30.3,40.4,886.9660841349939,150.01248718198772,192.88924894755792,0.0,462.80937860253914,13.77870390238256,10.834154798091262,0.0,60.46719772791526,31598.828690000002,3540.0635210123114,0.0,4937.100789730864,0
20220825-0000370,2022-08-25 07:22:02.305,2226.04,1419.05,2208.87,30.3,4410.67,139.38,200.99,30.3,4149.08,622.1667109634551,152.31873754152824,116.11644518272425,30.3,98.01697674418605,17.60956810631229,6.502923588039867,30.3,59.43564784053156,0.0,0.0,0.0,30.3,40.4,0.0,0.0,30.3,40.4,870.2269491047022,107.80266184207011,270.26977309079814,0.0,485.30853664420107,11.594051923530508,17.315166136790367,0.0,240.64061770827527,32042.54997,3593.405347479452,0.0,4919.877046554412,0
20220825-0000372,2022-08-25 07:23:09.670,2231.09,1137.26,1407.94,30.3,4314.72,107.06,131.3,30.3,479.75,1245.0472,153.26413333333335,172.85813333333334,30.3,152.5302,16.968,12.510533333333333,30.3,53.70506666666667,0.0,1.01,4.04,30.3,40.4,0.0,1.01,30.3,40.4,859.0338974852147,157.1342307836338,158.13591179454065,0.0,677.2113770671037,17.257311195481435,15.13217946602033,0.0,71.75544203527016,31598.95494,3617.0727438904114,0.0,4984.29042374989,0
20220825-0000373,2022-08-25 07:24:22.670,2228.06,1553.38,2976.47,30.3,4296.54,167.66,158.57,30.3,4166.25,1046.879265536723,156.64700564971753,193.6746327683616,30.3,115.80192090395481,17.32406779661017,11.669209039548022,30.3,68.37186440677966,0.0,0.0,19.19,30.3,40.4,0.0,1.01,30.3,40.4,907.7924969679221,169.67123068573017,362.39684433923304,0.0,540.1882874185369,18.405472855062825,18.076679294461677,0.0,311.90019732577974,31862.391219999998,3588.99759014966,0.0,4937.262697228706,0
20220825-0000374,2022-08-25 07:25:40.670,2223.01,1546.31,1911.93,30.3,4306.64,122.21000000000001,157.56,30.3,483.79,952.4455384615385,147.79666666666668,154.53,30.3,109.33379487179486,16.983538461538462,11.047846153846153,30.3,48.65610256410256,0.0,0.0,17.17,30.3,40.4,0.0,0.0,30.3,40.4,916.7535771234913,154.65863764177567,236.55661378459172,0.0,518.5124028267944,13.98373522660869,18.750832489093494,0.0,57.1612677503674,31957.141340000002,3561.381582347354,0.0,4941.769824118381,0
20220825-0000375,2022-08-25 07:27:19.682,2226.04,1546.31,2954.25,30.3,4648.02,152.51,157.56,30.3,483.79,1098.2883431952662,147.46597633136093,197.28467455621305,30.3,119.95094674556213,17.35526627218935,11.205621301775148,30.3,47.58355029585799,0.0,2.02,17.17,30.3,40.4,0.0,1.01,30.3,40.4,892.9217082435129,155.23444560535333,351.8524943256886,0.0,574.3650632033987,18.646788275943496,16.45978497165968,0.0,53.52852401025332,31479.50628,3492.103167625509,0.0,4830.116584700501,0
20220825-0000376,2022-08-25 07:28:55.675,2225.03,1521.06,2954.25,30.3,4189.4800000000005,183.82,210.08,30.3,434.3,1210.1363870967743,160.00354838709677,213.13606451612904,30.3,75.13096774193549,20.36941935483871,13.996645161290322,30.3,50.33709677419355,0.0,0.0,12.120000000000001,30.3,40.4,0.0,0.0,30.3,40.4,869.1611673189408,182.1577329427714,346.35525651689613,0.0,336.35178301045926,27.098395563991435,22.672366481581165,0.0,60.70177140982593,31399.30622,3579.0494360190214,0.0,4972.237909617639,0
20220825-0000377,2022-08-25 07:30:08.674,2215.9147500000004,1056.258,1478.64,30.3,4279.37,183.82,80.8,30.3,4169.28,1275.7195227272728,126.43953896103898,190.52928571428572,30.3,151.63772727272726,18.134090909090908,11.11655844155844,30.3,98.94720779220779,0.0,1.01,8.08,30.3,40.4,0.0,0.0,30.3,40.4,859.63602533135,118.63275904112602,210.50285187025378,0.0,665.0352621468315,24.740777304090873,10.325841913247695,0.0,514.2880201351759,31922.4197822,3245.8647982438356,0.0,5568.010098725556,1
20220825-0000377,2022-08-25 07:30:08.674,2227.05,1005.96,1478.64,30.3,4279.37,183.82,80.8,30.3,4169.28,1214.970974025974,140.48837662337664,190.52928571428572,30.3,151.63772727272726,18.134090909090908,11.11655844155844,30.3,98.94720779220779,0.0,1.01,8.08,30.3,40.4,0.0,0.0,30.3,40.4,868.3192175064141,131.81417671236224,210.50285187025378,0.0,665.0352621468315,22.4916157309917,10.325841913247695,0.0,467.5345637592508,31606.356219999998,3606.5164424931504,0.0,5061.8273624777785,0
20220825-0000378,2022-08-25 07:31:29.680,2232.1,1005.96,1478.64,30.3,4637.92,116.15,149.48,30.3,4168.27,1261.0122972972974,154.90533783783783,195.28486486486486,30.3,159.8597972972973,17.68864864864865,13.293783783783784,30.3,84.01425675675677,0.0,1.01,8.08,30.3,40.4,0.0,0.0,30.3,40.4,849.5482111598186,149.78369128382985,197.20714282330474,0.0,701.0071164893874,17.287803638766356,16.60009600019773,0.0,345.4676383300127,31499.40631,3583.169339115646,0.0,4987.88825693448,0
20220825-0000379,2022-08-25 07:32:43.663,2232.1,863.55,2548.23,30.3,4592.47,112.11,220.18,30.3,461.57,1284.6923287671232,142.99109589041097,209.3536301369863,30.3,130.3591780821918,17.57123287671233,13.005479452054795,30.3,43.284726027397255,0.0,0.0,14.14,30.3,40.4,0.0,0.0,30.3,40.4,840.8805577336168,129.69985926608766,288.05019060311537,0.0,621.1011215647196,17.637917238691703,19.81286750531944,0.0,34.738308989626546,31888.41488,3543.3142555027175,0.0,4965.586410461345,0
20220825-0000380,2022-08-25 07:33:56.672,2224.02,1582.67,3157.26,30.3,4368.25,97.97,137.36,30.3,491.87,1257.1087837837838,145.67202702702704,217.3206081081081,30.3,134.20716216216218,17.019864864864864,14.999864864864865,30.3,53.802972972972974,0.0,0.0,10.1,30.3,40.4,0.0,0.0,30.3,40.4,845.2766957602294,176.00454111264148,369.91860326260615,0.0,594.860811607891,16.81928658481487,20.159728307037312,0.0,71.58214610759391,31774.91512,3580.8604119067218,0.0,4933.693822532056,0
20220825-0000382,2022-08-25 07:36:23.670,2227.05,578.73,273.71,30.3,4401.58,131.3,84.84,30.3,40.4,1260.0705405405406,140.0760810810811,155.04864864864865,30.3,99.36216216216215,16.55581081081081,13.635,30.3,40.4,0.0,0.0,6.0600000000000005,30.3,40.4,0.0,0.0,30.3,40.4,849.349871891121,115.31897064756801,75.45204665167772,0.0,503.5825482062861,17.513283452762458,15.36755718593602,0.0,0.0,31598.97009,3624.9124559426227,0.0,5055.936222452108,0
20220825-0000383,2022-08-25 07:37:36.662,2224.02,1131.2,2935.06,30.3,4513.69,138.37,204.02,30.3,40.4,1279.3932876712329,140.62520547945206,277.33493150684933,30.3,113.27219178082191,17.377534246575344,14.804109589041097,30.3,40.4,0.0,1.01,18.18,30.3,40.4,0.0,0.0,30.3,40.4,846.0843125539343,149.15102994906871,420.8585843096881,0.0,523.2293842364269,19.571419257684802,25.206201349626202,0.0,0.0,31398.13866,3582.8655338639455,0.0,4939.583729890439,0
20220825-0000384,2022-08-25 07:37:37.668,2223.01,1131.2,1279.67,30.3,4513.69,86.86,204.02,30.3,438.34000000000003,1259.865810810811,171.79554054054054,200.49864864864864,30.3,157.12324324324325,17.265540540540538,16.6377027027027,30.3,61.51445945945946,0.0,3.0300000000000002,15.15,30.3,40.4,0.0,0.0,30.3,40.4,856.5718376659634,178.91954131438402,224.62436229732765,0.0,700.5407557761519,17.108981936120717,28.005445226572576,0.0,88.35680056082619,32001.77122,3608.7878674657536,0.0,5005.3814067276,0
20220825-0000386,2022-08-25 07:40:03.664,2233.11,868.6,2500.76,30.3,4585.4,185.84,131.3,30.3,434.3,1143.5430674846625,154.67871165644172,227.3739263803681,30.3,144.62208588957057,17.771042944785275,12.981288343558283,30.3,50.00429447852761,0.0,0.0,9.09,30.3,40.4,0.0,1.01,30.3,40.4,889.125819441038,128.6171244573256,366.12016691845423,0.0,657.558693046097,18.603955751697605,20.080648334259067,0.0,60.249037449996756,31169.83119,3597.731095860656,0.0,4988.422744411467,0
20220825-0000387,2022-08-25 07:41:25.170,2224.02,646.4,2365.42,30.3,4673.27,67.67,163.62,30.3,4174.33,1275.0973287671231,139.16554794520547,185.81924657534245,30.3,78.04671232876713,15.461301369863014,12.784109589041098,30.3,73.90294520547945,0.0,2.02,7.07,30.3,40.4,0.0,0.0,30.3,40.4,849.8573465168472,116.06570736015205,227.49941799744354,0.0,384.8620801729025,12.834880425436435,16.362456079488545,0.0,343.3638599575049,31506.65003,3576.825079603283,0.0,4987.512090012073,0
20220825-0000388,2022-08-25 07:42:38.174,2230.08,769.62,2542.17,30.3,4637.92,153.52,175.74,30.3,4167.26,1276.2851351351353,154.20243243243243,226.36283783783784,30.3,170.81283783783783,18.30283783783784,17.210945945945944,30.3,111.78243243243243,0.0,1.01,2.02,30.3,40.4,0.0,0.0,30.3,40.4,853.8326457939036,136.7796122255963,340.7277923053241,0.0,713.7349434405033,21.029119740478002,26.157419629277303,0.0,480.74015458828706,31774.805030000003,3552.3315189251703,0.0,4860.779659744485,0
20220825-0000389,2022-08-25 07:42:39.177,2226.04,1417.03,2563.38,30.3,4637.92,183.82,157.56,30.3,4167.26,1219.6905228758171,148.62183006535946,191.08803921568628,30.3,124.94294117647058,17.98856209150327,12.780130718954249,30.3,72.89163398692811,0.0,1.01,1.01,30.3,40.4,0.0,0.0,30.3,40.4,860.8198852304894,153.16891691735003,246.54176293486202,0.0,597.6350169129879,23.229964097603126,16.7683334331549,0.0,335.4914414701512,31598.46509,3687.935508032787,0.0,5151.152108409691,0
20220825-0000390,2022-08-25 07:43:52.791,2226.04,688.82,2563.38,30.3,4665.19,184.83,155.54,30.3,4162.21,1164.8771875,138.963375,200.05575,30.3,157.77462500000001,17.7444375,14.1715625,30.3,73.8120625,0.0,1.01,7.07,30.3,40.4,0.0,0.0,30.3,40.4,882.634646750039,114.63524638767204,299.59924805434264,0.0,700.6881855893822,21.000515633773006,23.315205880423534,0.0,328.890423072903,32042.360090000002,3553.3448632880436,0.0,4892.752159431266,0
20220825-0000391,2022-08-25 07:45:11.174,2226.04,452.48,2155.34,30.3,473.69,60.6,153.52,30.3,437.33,1117.5589156626506,138.83240963855422,215.8966265060241,30.3,55.69602409638554,15.016144578313254,14.23734939759036,30.3,45.18228915662651,0.0,0.0,6.0600000000000005,30.3,40.4,0.0,0.0,30.3,40.4,891.6507212242602,99.52640619001978,343.22100869882036,0.0,79.00100814187655,11.499654125201063,24.208150039433953,0.0,43.30602404336814,31359.60009,573.2120313302167,0.0,2365.068321281379,0
20220825-0000392,2022-08-25 07:46:33.166,2233.11,806.687,1941.22,30.3,4395.52,181.8,177.76,30.3,469.65,1255.5477410958902,151.00800547945204,199.80705479452055,30.3,131.60438356164383,17.917123287671235,13.669589041095891,30.3,53.93815068493151,0.0,2.02,11.11,30.3,40.4,0.0,0.0,30.3,40.4,854.6484232304392,154.460950180442,246.5738316832464,0.0,608.7440444520358,23.15575993316304,20.093810308830243,0.0,75.57911347246063,33590.87300100001,3441.664277714946,0.0,5175.272609511582,1
20220825-0000392,2022-08-25 07:46:33.166,2233.11,823.15,1941.22,30.3,4395.52,181.8,177.76,30.3,469.65,1281.1711643835615,155.67835616438356,199.80705479452055,30.3,131.60438356164383,17.917123287671235,13.669589041095891,30.3,53.93815068493151,0.0,2.02,11.11,30.3,40.4,0.0,0.0,30.3,40.4,846.1865576539002,159.23809296952786,246.5738316832464,0.0,608.7440444520358,22.053104698250515,20.093810308830243,0.0,71.98010806901013,31991.307620000003,3548.107502798913,0.0,4928.831056677697,0
20220825-0000393,2022-08-25 07:47:46.171,2225.03,1408.95,2959.3,30.3,4649.03,121.2,122.21000000000001,30.3,490.86,1230.6615894039735,156.3627152317881,216.62827814569536,30.3,136.50384105960265,18.614768211920527,13.825629139072849,30.3,48.87463576158941,0.0,1.01,3.0300000000000002,30.3,40.4,0.0,0.0,30.3,40.4,862.5975480147403,172.84921475240202,318.5764516810081,0.0,636.9335719310421,18.614349527861027,18.492605381680814,0.0,59.71699811877652,31774.94744,3552.2975238987688,0.0,4898.861734542693,0
20220825-0000394,2022-08-25 07:49:01.673,2224.02,680.74,2545.2,30.3,4644.99,184.83,153.52,30.3,436.32,1150.191717791411,139.43576687116564,174.9964417177914,30.3,150.65110429447853,17.709079754601227,13.576134969325153,30.3,47.67447852760736,0.0,2.02,1.01,30.3,40.4,0.0,0.0,30.3,40.4,882.6425978799183,98.86758020835455,242.3194540615857,0.0,678.9789650155317,18.980189829620578,20.14688554834448,0.0,53.12763917052041,31572.063690000003,3648.030011195652,0.0,5156.857306312921,0
20220825-0000395,2022-08-25 07:50:23.168,2227.05,1260.48,2933.04,30.3,4191.5,92.92,90.9,30.3,474.7,1276.6953424657536,159.75294520547945,225.8941095890411,30.3,131.611301369863,17.342945205479452,14.292191780821916,30.3,48.67369863013699,0.0,1.01,11.11,30.3,40.4,0.0,0.0,30.3,40.4,842.323329887319,174.91288655786073,373.15185203900324,0.0,589.8691183383155,17.705485588077348,16.62929273781587,0.0,57.175298902997504,31502.78375,3554.95970473613,0.0,4960.655371396001,0
20220825-0000397,2022-08-25 07:51:37.178,2227.05,1126.15,1221.09,30.3,4266.24,118.17,116.15,30.3,434.3,1262.087755102041,161.9504081632653,189.4883673469388,30.3,77.86619047619048,18.20748299319728,13.803333333333333,30.3,45.656122448979595,0.0,0.0,13.13,30.3,40.4,0.0,1.01,30.3,40.4,848.9454181068241,180.18097576240552,177.87250733182597,0.0,351.80599913610274,20.093793290679113,17.540221528903455,0.0,44.76507691449635,31585.58759,3628.6604191983693,0.0,5047.749837646792,0
20220825-0000399,2022-08-25 07:54:09.170,2225.03,1301.89,2939.1,30.3,502.98,142.41,181.8,30.3,434.3,1142.3038036809817,145.42141104294478,174.240490797546,30.3,50.8717791411043,18.099447852760736,12.411226993865032,30.3,49.94233128834356,0.0,0.0,20.2,30.3,40.4,0.0,1.01,30.3,40.4,890.9585522075567,144.12463346945188,258.7179204854304,0.0,65.90160481307854,18.822728709957975,20.695600347673935,0.0,60.17621829201272,31997.32116,3231.8529508891593,0.0,4910.3751691273765,0
